variant,date,contract,side,qty,center_close,exec_price,fee,slippage_cash,reason
P100-R,2023-04-25,MO2306-P-5200,buy,5,2.8,3.0,90.0,100.0,target_increase
P100-R,2023-04-26,MO2306-P-5200,sell,5,2.2,2.0,90.0,100.0,target_reduce_or_cap
P100-R,2023-04-27,MO2306-P-5200,buy,4,2.4,2.6,72.0,80.0,target_increase
P100-R,2023-04-28,MO2306-P-5200,buy,3,1.6,1.8,54.0,60.00000000000001,target_increase
P100-R,2023-05-04,MO2306-P-5200,buy,5,1.6,1.8,90.0,100.0,target_increase
P100-R,2023-05-05,MO2306-P-5200,buy,3,1.6,1.8,54.0,60.00000000000001,target_increase
P100-R,2023-05-08,MO2306-P-5200,sell,17,1.4,1.2,306.0,340.00000000000006,target_reduce_or_cap
P100-R,2023-05-09,MO2306-P-5200,buy,12,1.4,1.5999999999999999,216.0,240.00000000000003,target_increase
P100-R,2023-05-10,MO2306-P-5200,buy,1,1.2,1.4,18.0,20.0,target_increase
P100-R,2023-05-11,MO2306-P-5200,buy,7,1.4,1.5999999999999999,126.0,140.0,target_increase
P100-R,2023-05-12,MO2306-P-5200,sell,2,1.4,1.2,36.0,40.0,target_reduce_or_cap
P100-R,2023-05-15,MO2306-P-5200,buy,2,1.2,1.4,36.0,40.0,target_increase
P100-R,2023-05-16,MO2306-P-5200,sell,8,1.2,1.0,144.0,160.0,target_reduce_or_cap
P100-R,2023-05-17,MO2306-P-5200,buy,4,1.2,1.4,72.0,80.0,target_increase
P100-R,2023-05-18,MO2306-P-5200,sell,13,1.0,0.8,234.0,260.0,target_reduce_or_cap
P100-R,2023-05-19,MO2306-P-5200,buy,9,1.2,1.4,162.0,180.0,target_increase
P100-R,2023-05-22,MO2306-P-5200,buy,20,0.8,1.0,360.0,400.0,target_increase
P100-R,2023-05-23,MO2306-P-5200,sell,83,0.6,0.39999999999999997,1494.0,1660.0000000000002,contract_switch
P100-R,2023-05-23,MO2307-P-5800,buy,31,7.8,8.19,558.0,1209.0,new_contract
P100-R,2023-05-24,MO2307-P-5800,buy,1,6.0,6.3,18.0,30.000000000000004,target_increase
P100-R,2023-05-26,MO2307-P-5800,sell,3,6.2,5.890000000000001,54.0,93.00000000000001,target_reduce_or_cap
P100-R,2023-05-29,MO2307-P-5800,buy,8,6.2,6.51,144.0,248.00000000000006,target_increase
P100-R,2023-05-30,MO2307-P-5800,sell,2,5.4,5.130000000000001,36.0,54.0,target_reduce_or_cap
P100-R,2023-05-31,MO2307-P-5800,sell,6,6.0,5.7,108.0,180.00000000000003,target_reduce_or_cap
P100-R,2023-06-01,MO2307-P-5800,sell,1,5.0,4.75,18.0,25.0,target_reduce_or_cap
P100-R,2023-06-02,MO2307-P-5800,buy,2,4.2,4.41,36.0,42.00000000000001,target_increase
P100-R,2023-06-05,MO2307-P-5800,buy,9,4.0,4.2,162.0,180.0,target_increase
P100-R,2023-06-06,MO2307-P-5800,buy,2,7.8,8.19,36.0,78.0,target_increase
P100-R,2023-06-07,MO2307-P-5800,sell,12,8.6,8.17,216.0,516.0,target_reduce_or_cap
P100-R,2023-06-08,MO2307-P-5800,buy,1,10.4,10.92,18.0,52.0,target_increase
P100-R,2023-06-09,MO2307-P-5800,buy,5,7.2,7.5600000000000005,90.0,180.00000000000003,target_increase
P100-R,2023-06-12,MO2307-P-5800,sell,35,4.0,3.8,630.0,700.0,contract_switch
P100-R,2023-06-12,MO2307-P-5700,buy,37,2.8,3.0,666.0,740.0,new_contract
P100-R,2023-06-13,MO2307-P-5700,buy,8,2.6,2.8000000000000003,144.0,160.0,target_increase
P100-R,2023-06-14,MO2307-P-5700,sell,11,2.6,2.4,198.0,220.00000000000003,target_reduce_or_cap
P100-R,2023-06-15,MO2307-P-5700,buy,5,2.0,2.2,90.0,100.0,target_increase
P100-R,2023-06-16,MO2307-P-5700,buy,10,1.4,1.5999999999999999,180.0,200.0,target_increase
P100-R,2023-06-19,MO2307-P-5700,sell,6,1.4,1.2,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2023-06-20,MO2307-P-5700,buy,5,1.2,1.4,90.0,100.0,target_increase
P100-R,2023-06-21,MO2307-P-5700,buy,2,1.4,1.5999999999999999,36.0,40.0,target_increase
P100-R,2023-06-26,MO2307-P-5700,sell,50,2.2,2.0,900.0,1000.0,contract_switch
P100-R,2023-06-26,MO2308-P-5700,buy,41,6.2,6.51,738.0,1271.0000000000002,new_contract
P100-R,2023-06-27,MO2308-P-5700,sell,7,4.0,3.8,126.0,140.0,target_reduce_or_cap
P100-R,2023-06-29,MO2308-P-5700,sell,3,3.4,3.1999999999999997,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-06-30,MO2308-P-5700,buy,6,2.2,2.4000000000000004,108.0,120.00000000000001,target_increase
P100-R,2023-07-04,MO2308-P-5700,buy,3,1.8,2.0,54.0,60.00000000000001,target_increase
P100-R,2023-07-05,MO2308-P-5700,buy,5,2.2,2.4000000000000004,90.0,100.0,target_increase
P100-R,2023-07-06,MO2308-P-5700,sell,8,2.2,2.0,144.0,160.0,target_reduce_or_cap
P100-R,2023-07-07,MO2308-P-5700,sell,5,2.4,2.1999999999999997,90.0,100.0,target_reduce_or_cap
P100-R,2023-07-10,MO2308-P-5700,buy,8,2.0,2.2,144.0,160.0,target_increase
P100-R,2023-07-11,MO2308-P-5700,buy,2,1.6,1.8,36.0,40.0,target_increase
P100-R,2023-07-12,MO2308-P-5700,sell,3,2.2,2.0,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-07-13,MO2308-P-5700,sell,3,2.2,2.0,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-07-14,MO2308-P-5700,buy,17,2.0,2.2,306.0,340.00000000000006,target_increase
P100-R,2023-07-17,MO2308-P-5700,buy,2,1.8,2.0,36.0,40.0,target_increase
P100-R,2023-07-18,MO2308-P-5700,sell,5,1.6,1.4000000000000001,90.0,100.0,target_reduce_or_cap
P100-R,2023-07-19,MO2308-P-5700,sell,2,1.6,1.4000000000000001,36.0,40.0,target_reduce_or_cap
P100-R,2023-07-20,MO2308-P-5700,sell,48,2.0,1.8,864.0,960.0000000000001,contract_switch
P100-R,2023-07-20,MO2309-P-5200,buy,50,1.8,2.0,900.0,1000.0,new_contract
P100-R,2023-07-21,MO2309-P-5200,buy,1,1.8,2.0,18.0,20.0,target_increase
P100-R,2023-07-24,MO2309-P-5200,buy,1,1.6,1.8,18.0,20.0,target_increase
P100-R,2023-07-25,MO2309-P-5200,sell,2,1.2,1.0,36.0,40.0,target_reduce_or_cap
P100-R,2023-07-26,MO2309-P-5200,buy,4,1.4,1.5999999999999999,72.0,80.0,target_increase
P100-R,2023-07-27,MO2309-P-5200,sell,6,1.2,1.0,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2023-07-28,MO2309-P-5200,buy,10,1.2,1.4,180.0,200.0,target_increase
P100-R,2023-07-31,MO2309-P-5200,sell,7,1.4,1.2,126.0,140.0,target_reduce_or_cap
P100-R,2023-08-01,MO2309-P-5200,buy,10,1.4,1.5999999999999999,180.0,200.0,target_increase
P100-R,2023-08-02,MO2309-P-5200,sell,3,1.2,1.0,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-08-03,MO2309-P-5200,sell,2,1.0,0.8,36.0,40.0,target_reduce_or_cap
P100-R,2023-08-07,MO2309-P-5200,buy,16,1.2,1.4,288.0,320.0,target_increase
P100-R,2023-08-08,MO2309-P-5200,sell,6,1.0,0.8,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2023-08-09,MO2309-P-5200,sell,6,1.0,0.8,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2023-08-10,MO2309-P-5200,buy,14,1.0,1.2,252.0,280.0,target_increase
P100-R,2023-08-11,MO2309-P-5200,sell,1,1.2,1.0,18.0,20.0,target_reduce_or_cap
P100-R,2023-08-14,MO2309-P-5200,sell,12,1.0,0.8,216.0,240.00000000000003,target_reduce_or_cap
P100-R,2023-08-15,MO2309-P-5200,buy,14,1.2,1.4,252.0,280.0,target_increase
P100-R,2023-08-16,MO2309-P-5200,sell,19,2.2,2.0,342.0,380.0,target_reduce_or_cap
P100-R,2023-08-18,MO2309-P-5200,buy,27,2.2,2.4000000000000004,486.0,540.0,target_increase
P100-R,2023-08-21,MO2309-P-5200,sell,21,3.0,2.8,378.0,420.0,target_reduce_or_cap
P100-R,2023-08-22,MO2309-P-5200,sell,62,1.8,1.6,1116.0,1240.0,contract_switch
P100-R,2023-08-22,MO2310-P-5500,buy,22,15.2,15.959999999999999,396.0,1672.0,new_contract
P100-R,2023-08-23,MO2310-P-5500,sell,22,27.0,25.65,396.0,2970.0000000000005,contract_switch
P100-R,2023-08-23,MO2310-P-5400,buy,30,18.2,19.11,540.0,2730.0,new_contract
P100-R,2023-08-24,MO2310-P-5400,sell,7,13.2,12.54,126.0,462.0,target_reduce_or_cap
P100-R,2023-08-25,MO2310-P-5400,sell,23,33.2,31.540000000000003,414.0,3818.000000000001,contract_switch
P100-R,2023-08-25,MO2310-P-5300,buy,28,23.4,24.57,504.0,3276.0,new_contract
P100-R,2023-08-28,MO2310-P-5300,sell,5,24.0,22.8,90.0,600.0000000000001,target_reduce_or_cap
P100-R,2023-08-29,MO2310-P-5300,sell,23,7.8,7.41,414.0,897.0000000000001,contract_switch
P100-R,2023-08-29,MO2310-P-5200,buy,28,5.6,5.88,504.0,783.9999999999999,new_contract
P100-R,2023-08-30,MO2310-P-5200,buy,7,4.2,4.41,126.0,147.00000000000003,target_increase
P100-R,2023-08-31,MO2310-P-5200,buy,9,4.2,4.41,162.0,189.0,target_increase
P100-R,2023-09-01,MO2310-P-5200,sell,3,2.6,2.4,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-09-04,MO2310-P-5200,buy,2,1.8,2.0,36.0,40.0,target_increase
P100-R,2023-09-05,MO2310-P-5200,buy,5,2.6,2.8000000000000003,90.0,100.0,target_increase
P100-R,2023-09-06,MO2310-P-5200,sell,7,2.2,2.0,126.0,140.0,target_reduce_or_cap
P100-R,2023-09-07,MO2310-P-5200,buy,5,4.0,4.2,90.0,100.0,target_increase
P100-R,2023-09-08,MO2310-P-5200,sell,7,3.6,3.4,126.0,140.0,target_reduce_or_cap
P100-R,2023-09-11,MO2310-P-5200,buy,2,2.4,2.6,36.0,40.0,target_increase
P100-R,2023-09-12,MO2310-P-5200,buy,2,2.4,2.6,36.0,40.0,target_increase
P100-R,2023-09-13,MO2310-P-5200,buy,3,3.4,3.6,54.0,60.00000000000001,target_increase
P100-R,2023-09-14,MO2310-P-5200,sell,3,3.2,3.0,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-09-15,MO2310-P-5200,sell,3,2.8,2.5999999999999996,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-09-18,MO2310-P-5200,buy,4,2.4,2.6,72.0,80.0,target_increase
P100-R,2023-09-19,MO2310-P-5200,buy,4,2.4,2.6,72.0,80.0,target_increase
P100-R,2023-09-20,MO2310-P-5200,buy,8,2.2,2.4000000000000004,144.0,160.0,target_increase
P100-R,2023-09-21,MO2310-P-5200,sell,56,3.0,2.8,1008.0,1120.0,contract_switch
P100-R,2023-09-21,MO2311-P-5200,buy,31,7.2,7.5600000000000005,558.0,1116.0000000000002,new_contract
P100-R,2023-09-22,MO2311-P-5200,buy,4,4.2,4.41,72.0,84.00000000000001,target_increase
P100-R,2023-09-25,MO2311-P-5200,sell,3,4.2,3.99,54.0,63.000000000000014,target_reduce_or_cap
P100-R,2023-09-26,MO2311-P-5200,buy,7,4.2,4.41,126.0,147.00000000000003,target_increase
P100-R,2023-09-27,MO2311-P-5200,sell,5,3.8,3.5999999999999996,90.0,100.0,target_reduce_or_cap
P100-R,2023-09-28,MO2311-P-5200,buy,9,3.2,3.4000000000000004,162.0,180.0,target_increase
P100-R,2023-10-09,MO2311-P-5200,sell,8,1.8,1.6,144.0,160.0,target_reduce_or_cap
P100-R,2023-10-10,MO2311-P-5200,buy,2,2.2,2.4000000000000004,36.0,40.0,target_increase
P100-R,2023-10-11,MO2311-P-5200,buy,15,1.8,2.0,270.0,300.0,target_increase
P100-R,2023-10-12,MO2311-P-5200,sell,15,1.4,1.2,270.0,300.0,target_reduce_or_cap
P100-R,2023-10-13,MO2311-P-5200,buy,12,1.6,1.8,216.0,240.00000000000003,target_increase
P100-R,2023-10-16,MO2311-P-5200,sell,3,3.2,3.0,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-10-17,MO2311-P-5200,buy,7,2.4,2.6,126.0,140.0,target_increase
P100-R,2023-10-18,MO2311-P-5200,sell,5,3.0,2.8,90.0,100.0,target_reduce_or_cap
P100-R,2023-10-19,MO2311-P-5200,sell,48,6.0,5.7,864.0,1440.0000000000002,contract_switch
P100-R,2023-10-19,MO2312-P-5200,buy,31,11.0,11.55,558.0,1705.0,new_contract
P100-R,2023-10-20,MO2312-P-5200,sell,1,21.0,19.95,18.0,105.0,target_reduce_or_cap
P100-R,2023-10-23,MO2312-P-5200,sell,8,46.4,44.08,144.0,1855.9999999999998,target_reduce_or_cap
P100-R,2023-10-24,MO2312-P-5200,sell,22,32.4,30.779999999999998,396.0,3564.0,contract_switch
P100-R,2023-10-24,MO2312-P-5100,buy,24,23.2,24.36,432.0,2783.9999999999995,new_contract
P100-R,2023-10-25,MO2312-P-5100,sell,24,13.8,13.110000000000001,432.0,1656.0000000000002,contract_switch
P100-R,2023-10-25,MO2312-P-5000,buy,28,9.2,9.66,504.0,1288.0,new_contract
P100-R,2023-10-27,MO2312-P-5000,buy,5,3.6,3.8000000000000003,90.0,100.0,target_increase
P100-R,2023-10-30,MO2312-P-5000,buy,8,2.8,3.0,144.0,160.0,target_increase
P100-R,2023-11-01,MO2312-P-5000,sell,6,2.2,2.0,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2023-11-02,MO2312-P-5000,sell,1,2.6,2.4,18.0,20.0,target_reduce_or_cap
P100-R,2023-11-03,MO2312-P-5000,buy,5,1.6,1.8,90.0,100.0,target_increase
P100-R,2023-11-06,MO2312-P-5000,buy,1,1.6,1.8,18.0,20.0,target_increase
P100-R,2023-11-07,MO2312-P-5000,buy,9,1.8,2.0,162.0,180.0,target_increase
P100-R,2023-11-08,MO2312-P-5000,buy,3,1.4,1.5999999999999999,54.0,60.00000000000001,target_increase
P100-R,2023-11-09,MO2312-P-5000,buy,6,1.4,1.5999999999999999,108.0,120.00000000000001,target_increase
P100-R,2023-11-10,MO2312-P-5000,sell,10,1.6,1.4000000000000001,180.0,200.0,target_reduce_or_cap
P100-R,2023-11-13,MO2312-P-5000,sell,3,1.4,1.2,54.0,60.00000000000001,target_reduce_or_cap
P100-R,2023-11-14,MO2312-P-5000,buy,16,1.0,1.2,288.0,320.0,target_increase
P100-R,2023-11-15,MO2312-P-5000,sell,15,0.8,0.6000000000000001,270.0,300.0,target_reduce_or_cap
P100-R,2023-11-16,MO2312-P-5000,buy,11,1.0,1.2,198.0,220.00000000000003,target_increase
P100-R,2023-11-17,MO2312-P-5000,buy,6,1.0,1.2,108.0,120.00000000000001,target_increase
P100-R,2023-11-20,MO2312-P-5000,sell,5,0.6,0.39999999999999997,90.0,100.0,target_reduce_or_cap
P100-R,2023-11-21,MO2312-P-5000,sell,58,0.6,0.39999999999999997,1044.0,1160.0000000000002,contract_switch
P100-R,2023-11-21,MO2401-P-5000,buy,36,1.6,1.8,648.0,720.0,new_contract
P100-R,2023-11-22,MO2401-P-5000,buy,5,2.0,2.2,90.0,100.0,target_increase
P100-R,2023-11-23,MO2401-P-5000,buy,3,1.8,2.0,54.0,60.00000000000001,target_increase
P100-R,2023-11-27,MO2401-P-5000,sell,1,2.2,2.0,18.0,20.0,target_reduce_or_cap
P100-R,2023-11-29,MO2401-P-5000,buy,4,2.0,2.2,72.0,80.0,target_increase
P100-R,2023-11-30,MO2401-P-5000,sell,6,2.4,2.1999999999999997,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2023-12-01,MO2401-P-5000,sell,5,2.0,1.8,90.0,100.0,target_reduce_or_cap
P100-R,2023-12-04,MO2401-P-5000,buy,9,2.4,2.6,162.0,180.0,target_increase
P100-R,2023-12-05,MO2401-P-5000,sell,6,5.2,4.94,108.0,156.0,target_reduce_or_cap
P100-R,2023-12-06,MO2401-P-5000,sell,6,4.6,4.369999999999999,108.0,138.0,target_reduce_or_cap
P100-R,2023-12-07,MO2401-P-5000,buy,7,3.4,3.6,126.0,140.0,target_increase
P100-R,2023-12-08,MO2401-P-5000,buy,4,3.2,3.4000000000000004,72.0,80.0,target_increase
P100-R,2023-12-11,MO2401-P-5000,sell,2,1.8,1.6,36.0,40.0,target_reduce_or_cap
P100-R,2023-12-13,MO2401-P-5000,buy,2,2.4,2.6,36.0,40.0,target_increase
P100-R,2023-12-14,MO2401-P-5000,buy,6,2.2,2.4000000000000004,108.0,120.00000000000001,target_increase
P100-R,2023-12-15,MO2401-P-5000,sell,7,2.2,2.0,126.0,140.0,target_reduce_or_cap
P100-R,2023-12-18,MO2401-P-5000,sell,7,2.2,2.0,126.0,140.0,target_reduce_or_cap
P100-R,2023-12-19,MO2401-P-5000,sell,1,1.8,1.6,18.0,20.0,target_reduce_or_cap
P100-R,2023-12-20,MO2401-P-5000,buy,3,2.6,2.8000000000000003,54.0,60.00000000000001,target_increase
P100-R,2023-12-21,MO2401-P-5000,sell,4,2.4,2.1999999999999997,72.0,80.0,target_reduce_or_cap
P100-R,2023-12-22,MO2401-P-5000,sell,34,2.8,2.5999999999999996,612.0,680.0000000000001,contract_switch
P100-R,2023-12-22,MO2402-P-5100,buy,26,14.0,14.7,468.0,1820.0000000000002,new_contract
P100-R,2023-12-25,MO2402-P-5100,buy,2,13.2,13.86,36.0,132.0,target_increase
P100-R,2023-12-27,MO2402-P-5100,sell,8,15.2,14.44,144.0,608.0,target_reduce_or_cap
P100-R,2023-12-28,MO2402-P-5100,sell,20,7.4,7.03,360.0,740.0000000000001,contract_switch
P100-R,2023-12-28,MO2402-P-5000,buy,27,4.6,4.83,486.0,620.9999999999999,new_contract
P100-R,2023-12-29,MO2402-P-5000,buy,7,3.8,4.0,126.0,140.0,target_increase
P100-R,2024-01-02,MO2402-P-5000,buy,3,3.8,4.0,54.0,60.00000000000001,target_increase
P100-R,2024-01-03,MO2402-P-5000,sell,7,4.4,4.180000000000001,126.0,154.00000000000003,target_reduce_or_cap
P100-R,2024-01-04,MO2402-P-5000,buy,8,5.0,5.25,144.0,200.0,target_increase
P100-R,2024-01-05,MO2402-P-5000,sell,7,8.0,7.6,126.0,280.0,target_reduce_or_cap
P100-R,2024-01-08,MO2402-P-5000,sell,4,30.0,28.5,72.0,600.0,target_reduce_or_cap
P100-R,2024-01-09,MO2402-P-5000,sell,6,22.6,21.470000000000002,108.0,678.0000000000001,target_reduce_or_cap
P100-R,2024-01-10,MO2402-P-5000,sell,21,31.6,30.020000000000003,378.0,3318.0,contract_switch
P100-R,2024-01-10,MO2402-P-4950,buy,18,26.6,27.93,324.0,2394.0,new_contract
P100-R,2024-01-11,MO2402-P-4950,buy,4,14.6,15.33,72.0,292.0,target_increase
P100-R,2024-01-12,MO2402-P-4950,buy,4,15.6,16.38,72.0,312.0,target_increase
P100-R,2024-01-15,MO2402-P-4950,sell,3,16.4,15.579999999999998,54.0,246.0,target_reduce_or_cap
P100-R,2024-01-16,MO2402-P-4950,sell,2,15.2,14.44,36.0,152.0,target_reduce_or_cap
P100-R,2024-01-17,MO2402-P-4950,buy,5,43.2,45.36,90.0,1080.0,target_increase
P100-R,2024-01-18,MO2402-P-4950,sell,11,49.8,47.309999999999995,198.0,2739.0,target_reduce_or_cap
P100-R,2024-01-19,MO2402-P-4950,sell,15,52.4,49.78,270.0,3930.0000000000005,contract_switch
P100-R,2024-01-19,MO2403-P-4850,buy,14,72.6,76.22999999999999,252.0,5082.0,new_contract
P100-R,2024-01-22,MO2403-P-4850,sell,14,328.2,311.78999999999996,252.0,22974.0,contract_switch
P100-R,2024-01-22,MO2403-P-4800,buy,16,298.2,313.11,288.0,23856.0,new_contract
P100-R,2024-01-23,MO2403-P-4800,sell,16,153.8,146.11,288.0,12304.000000000002,contract_switch
P100-R,2024-01-23,MO2403-P-4750,buy,14,139.4,146.37,252.0,9758.000000000002,new_contract
P100-R,2024-01-24,MO2403-P-4750,sell,14,101.2,96.14,252.0,7084.0,contract_switch
P100-R,2024-01-24,MO2403-P-4500,buy,20,49.6,52.08,360.0,4960.000000000001,new_contract
P100-R,2024-01-25,MO2403-P-4500,buy,7,20.6,21.630000000000003,126.0,721.0,target_increase
P100-R,2024-01-26,MO2403-P-4500,buy,7,25.0,26.25,126.0,875.0,target_increase
P100-R,2024-01-29,MO2403-P-4500,sell,8,48.6,46.17,144.0,1944.0000000000002,target_reduce_or_cap
P100-R,2024-01-30,MO2403-P-4500,sell,1,91.0,86.45,18.0,455.0,target_reduce_or_cap
P100-R,2024-01-31,MO2403-P-4500,sell,7,159.2,151.23999999999998,126.0,5572.0,target_reduce_or_cap
P100-R,2024-02-01,MO2403-P-4500,sell,18,156.6,148.76999999999998,324.0,14094.0,contract_switch
P100-R,2024-02-01,MO2403-P-4450,buy,17,134.8,141.54000000000002,306.0,11458.000000000002,new_contract
P100-R,2024-02-02,MO2403-P-4450,sell,17,220.8,209.76000000000002,306.0,18768.0,contract_switch
P100-R,2024-02-02,MO2403-P-4300,buy,20,154.8,162.54000000000002,360.0,15480.000000000002,new_contract
P100-R,2024-02-05,MO2403-P-4300,sell,20,434.2,412.49,360.0,43420.00000000001,contract_switch
P100-R,2024-02-05,MO2403-P-4250,buy,20,405.4,425.66999999999996,360.0,40540.0,new_contract
P100-R,2024-02-06,MO2403-P-4250,sell,20,131.6,125.02,360.0,13160.0,contract_switch
P100-R,2024-02-06,MO2403-P-4100,buy,14,93.0,97.65,252.0,6510.000000000001,new_contract
P100-R,2024-02-07,MO2403-P-4100,sell,14,48.2,45.790000000000006,252.0,3374.0,contract_switch
P100-R,2024-02-07,MO2403-P-3850,buy,27,24.6,25.830000000000002,486.0,3321.000000000001,new_contract
P100-R,2024-02-08,MO2403-P-3850,buy,7,8.0,8.4,126.0,280.0,target_increase
P100-R,2024-02-19,MO2403-P-3850,buy,2,4.4,4.62,36.0,44.00000000000001,target_increase
P100-R,2024-02-20,MO2403-P-3850,sell,36,2.6,2.4,648.0,720.0,contract_switch
P100-R,2024-02-20,MO2404-P-3850,buy,33,9.4,9.870000000000001,594.0,1551.0000000000002,new_contract
P100-R,2024-02-21,MO2404-P-3850,buy,7,9.8,10.290000000000001,126.0,343.0,target_increase
P100-R,2024-02-22,MO2404-P-3850,sell,5,7.8,7.41,90.0,195.00000000000003,target_reduce_or_cap
P100-R,2024-02-23,MO2404-P-3850,buy,1,5.2,5.46,18.0,26.0,target_increase
P100-R,2024-02-26,MO2404-P-3850,buy,9,4.8,5.04,162.0,216.0,target_increase
P100-R,2024-02-27,MO2404-P-3850,sell,6,3.0,2.8,108.0,120.00000000000001,target_reduce_or_cap
P100-R,2024-02-28,MO2404-P-3850,buy,9,5.8,6.09,162.0,261.0,target_increase
P100-R,2024-02-29,MO2404-P-3850,sell,13,3.4,3.1999999999999997,234.0,260.0,target_reduce_or_cap
P100-R,2024-03-01,MO2404-P-3850,buy,14,2.8,3.0,252.0,280.0,target_increase
P100-R,2024-03-04,MO2404-P-3850,sell,4,4.0,3.8,72.0,80.0,target_reduce_or_cap
P100-R,2024-03-05,MO2404-P-3850,buy,2,5.0,5.25,36.0,50.0,target_increase
P100-R,2024-03-06,MO2404-P-3850,sell,7,3.0,2.8,126.0,140.0,target_reduce_or_cap
P100-R,2024-03-07,MO2404-P-3850,buy,5,3.8,4.0,90.0,100.0,target_increase
P100-R,2024-03-08,MO2404-P-3850,buy,2,2.2,2.4000000000000004,36.0,40.0,target_increase
P100-R,2024-03-11,MO2404-P-3850,buy,4,1.6,1.8,72.0,80.0,target_increase
P100-R,2024-03-12,MO2404-P-3850,buy,7,1.2,1.4,126.0,140.0,target_increase
P100-R,2024-03-13,MO2404-P-3850,buy,6,1.0,1.2,108.0,120.00000000000001,target_increase
P100-R,2024-03-14,MO2404-P-3850,buy,11,1.0,1.2,198.0,220.00000000000003,target_increase
P100-R,2024-03-15,MO2404-P-3850,sell,7,1.0,0.8,126.0,140.0,target_reduce_or_cap
P100-R,2024-03-18,MO2404-P-3850,buy,1,0.8,1.0,18.0,20.0,target_increase
P100-R,2024-03-19,MO2404-P-3850,buy,30,0.8,1.0,540.0,600.0,target_increase
P100-R,2024-03-20,MO2404-P-3850,sell,13,0.6,0.39999999999999997,234.0,260.0,target_reduce_or_cap
P100-R,2024-03-21,MO2404-P-3850,sell,86,0.8,0.6000000000000001,1548.0,1720.0,contract_switch
P100-R,2024-03-21,MO2405-P-4500,buy,36,5.6,5.88,648.0,1007.9999999999998,new_contract
P100-R,2024-03-22,MO2405-P-4500,buy,1,7.4,7.7700000000000005,18.0,37.00000000000001,target_increase
P100-R,2024-03-25,MO2405-P-4500,buy,1,10.0,10.5,18.0,50.0,target_increase
P100-R,2024-03-26,MO2405-P-4500,sell,7,12.4,11.780000000000001,126.0,434.00000000000006,target_reduce_or_cap
P100-R,2024-03-27,MO2405-P-4500,buy,6,35.0,36.75,108.0,1050.0,target_increase
P100-R,2024-03-28,MO2405-P-4500,sell,12,18.6,17.67,216.0,1116.0000000000002,target_reduce_or_cap
P100-R,2024-03-29,MO2405-P-4500,buy,5,13.4,14.07,90.0,335.0,target_increase
P100-R,2024-04-01,MO2405-P-4500,buy,8,8.4,8.82,144.0,336.00000000000006,target_increase
P100-R,2024-04-02,MO2405-P-4500,sell,1,9.6,9.12,18.0,48.0,target_reduce_or_cap
P100-R,2024-04-03,MO2405-P-4500,buy,6,9.4,9.870000000000001,108.0,282.0,target_increase
P100-R,2024-04-08,MO2405-P-4500,sell,4,18.6,17.67,72.0,372.00000000000006,target_reduce_or_cap
P100-R,2024-04-09,MO2405-P-4500,sell,4,10.6,10.07,72.0,212.0,target_reduce_or_cap
P100-R,2024-04-11,MO2405-P-4500,sell,3,8.8,8.360000000000001,54.0,132.00000000000003,target_reduce_or_cap
P100-R,2024-04-12,MO2405-P-4500,buy,2,9.8,10.290000000000001,36.0,98.00000000000001,target_increase
P100-R,2024-04-15,MO2405-P-4500,buy,6,11.8,12.39,108.0,354.00000000000006,target_increase
P100-R,2024-04-16,MO2405-P-4500,sell,9,40.0,38.0,162.0,1800.0,target_reduce_or_cap
P100-R,2024-04-17,MO2405-P-4500,sell,8,16.6,15.770000000000001,144.0,664.0,target_reduce_or_cap
P100-R,2024-04-18,MO2405-P-4500,buy,11,15.0,15.75,198.0,825.0,target_increase
P100-R,2024-04-19,MO2405-P-4500,sell,1,15.6,14.82,18.0,78.0,target_reduce_or_cap
P100-R,2024-04-22,MO2405-P-4500,sell,2,12.4,11.780000000000001,36.0,124.00000000000003,target_reduce_or_cap
P100-R,2024-04-23,MO2405-P-4500,sell,31,9.6,9.12,558.0,1488.0,contract_switch
P100-R,2024-04-23,MO2406-P-3800,buy,45,7.6,7.9799999999999995,810.0,1710.0000000000002,new_contract
P100-R,2024-04-24,MO2406-P-3800,sell,2,4.2,3.99,36.0,42.00000000000001,target_reduce_or_cap
P100-R,2024-04-25,MO2406-P-3800,buy,4,3.2,3.4000000000000004,72.0,80.0,target_increase
P100-R,2024-04-26,MO2406-P-3800,buy,3,1.8,2.0,54.0,60.00000000000001,target_increase
P100-R,2024-04-29,MO2406-P-3800,buy,7,1.8,2.0,126.0,140.0,target_increase
P100-R,2024-04-30,MO2406-P-3800,buy,9,1.6,1.8,162.0,180.0,target_increase
